id,subseccion,idea,citas,veredicto,pagina_traza,tipo_problema,accion,idea_real_fuente,evidencia_textual,refuerzo_pico,notas
INTROD-Variabilidad-03,Variabilidad genetica,"En poliovirus la comparacion de VP1 y genomas completos distingue cepas Sabin-like, salvajes y derivadas de vacuna, y reconstruye los vinculos entre eventos de deteccion ambiental",Klapsa_2022;Bottcher_2025,PARCIAL,"Bottcher p.1,3,5,7",cifra_o_detalle_no_respaldado,revisar_redaccion,"VP1 + genoma completo y la reconstruccion de vinculos entre detecciones estan soportados; la distincion de la cepa 'salvaje' NO se demuestra (los datos de Bottcher y Klapsa son cVDPV2, el poliovirus salvaje aparece solo como contexto de fondo)","""amplification of the virus protein 1 (VP1) region and/or the near whole genome region... followed by Sanger or Oxford nanopore technology (ONT) sequencing"" (bottcher-2025, p.3); ""All cVDPV2 strains were genetically related to each other and showed 43-52 VP1 nt differences from the Sabin 2"" (bottcher-2025, p.5)","PICOC[P: poliovirus tipo 2; I: comparacion de cambios en VP1; C: Sabin-like vs VDPV; O: clasificacion de cepas; C: alcantarillado de Londres] — ""Most type 2 poliovirus isolates (n=98) are defined as vaccine-like poliovirus (fewer than six nucleotide changes in VP1 region), but some (n=20) are classified as vaccine-derived type 2 poliovirus containing between six and ten nucleotide changes in the VP1 region from the Sabin 2 vaccine strain"" (Klapsa_2022, p.5)",'salvajes' sobrepasa a estas dos fuentes (ambas cVDPV2). La distincion Sabin-like vs derivada de vacuna via VP1 si esta bien fundada en la seccion previa (Zurbriggen/Asghar). Ajustar el alcance o citar fuente de poliovirus salvaje
INTROD-Variabilidad-04,Variabilidad genetica,"Su valor epidemiologico depende de criterios explicitos de cobertura, profundidad, calidad de lectura y abundancia relativa",Parkins_2023;Child_2023,PARCIAL,Parkins p.25,cifra_o_detalle_no_respaldado,revisar_redaccion,"De los cuatro criterios, solo 'abundancia relativa' es literal en Parkins; 'profundidad', 'calidad de lectura' y 'cobertura' (de secuenciacion) no aparecen en Parkins ni se enumeran asi en Child","""Detecting variants and their relative abundance depends on software packages, such as ASPICov... Freyja"" (parkins-2023, p.25)","PICOC[P: virus en aguas; I: secuenciacion genomica; O: criterio de amplitud de cobertura para reportar; C: WBE] — ""Only viral genomes with at least 10% breadth of genomic coverage obtained were reported"" (Crits_Christoph_2021, p.7)",La formulacion de cuatro criterios explicitos no esta respaldada; 'depth' no aparece en Parkins y 'coverage' solo se usa en otros sentidos. Reformular a lo que la fuente sostiene o citar una fuente que enumere estos criterios
INTROD-Variabilidad-05,Variabilidad genetica,"La representacion de linajes minoritarios puede alterarse por degradacion del ARN, competencia entre amplicones y eleccion de la referencia, factores que MejiaCalle y Le reconocieron en muestras de baja carga",MejiaCalle_2024;Le_2025,OK,"MejiaCalle p.60,62; Le p.6-7",,ninguna,Coincide: ambos reconocen limitaciones en muestras de baja carga,"""the focus on high viral load samples, may have limited the detection of lower-frequency lineages"" (MejiaCalle, p.62); ""Due to the low read count, the detection was less precise... variants could only be resolved down to the parent variant B.D.4.1"" (Le-2025, p.6)","PICOC[P: SARS-CoV-2/aguas; I: seleccion por Cq/secuenciacion; O: exclusion de linajes de baja abundancia; C: muestras de baja carga] — ""the Ct values used to select sequenced samples likely prioritized those with higher viral loads, which may have excluded low-abundance lineages"" (MejiaCalle_2024, p.60)",
INTROD-Bioinformatica-01,Herramientas bioinformaticas (puente),La bioinformatica aplica metodos computacionales al analisis de secuencias de acidos nucleicos y convierte las lecturas crudas en informacion sobre la identidad y la composicion de los virus,Dash_2024,VAGA,"Dash p.7,59",cita_no_sostiene_afirmacion,revisar_redaccion,"No existe una frase definitoria de 'bioinformatica' en el libro; hay descripciones funcionales del flujo de analisis. La conversion de lecturas crudas en identidad/composicion es parafrasis, no texto literal","""Bioinformatics analyses are then used to piece together these fragments by mapping the individual reads to the human reference genome"" (Dash, p.59)","PICOC[P: datos de secuenciacion; I: herramientas bioinformaticas; O: calidad, alineamiento, ensamblaje, procesamiento; C: plataformas NGS] — ""the differences among NGS platforms in terms of data format, length of reads, etc. result in the need for diversity in bioinformatics tools to be used for sequence quality scoring, alignment, assembly, and data processing"" (Dash_2024, p.77)",No hay definicion literal de bioinformatica en Dash. La afirmacion es sostenible como parafrasis funcional pero no como cita textual; considerar suavizar o anadir fuente que defina el termino
INTROD-Bioinformatica-02,Herramientas bioinformaticas (puente),"En aguas residuales el analisis afronta mezclas de genomas de distintos individuos, material degradado y cobertura desigual entre regiones",Child_2023,PARCIAL,"Child p.2,7,11",cifra_o_detalle_no_respaldado,revisar_redaccion,"Material degradado y cobertura desigual estan literales; 'mezclas de genomas de distintos individuos' solo esta implicito (WBE agrupa poblaciones / 'variant mixtures'), no enunciado asi","""nucleic acid degradation in wastewater samples"" (child-2023, p.11); ""coverage depth was heavily skewed toward the 3' end of the genome"" (child-2023, p.7); ""sample from both asymptomatic and symptomatic individuals and from a broad range of communities"" (child-2023, p.2)","PICOC[P: virus de multiples individuos; I: analisis de aguas residuales; O: mezclas de genomas en una sola matriz; C: comunidad] — ""Wastewater systems aggregate stool, urine and other biological waste products carrying viruses from multiple infected individuals in the community in a single location, allowing for sampling of virus mixtures"" (Karthikeyan_2022, p.3)","'mezclas de genomas de distintos individuos' es implicito en Child, no literal"
INTROD-Procesamiento-01,Procesamiento de secuencias,"El procesamiento abarca demultiplexado, eliminacion de adaptadores, filtrado por calidad, mapeo contra referencias, generacion de consenso o ensamblaje, con estimacion de la cobertura por posicion",Dash_2024,PARCIAL,"Dash p.7,52,67",cifra_o_detalle_no_respaldado,revisar_redaccion,"Adaptadores, filtrado de calidad, mapeo, ensamblaje, demultiplexado y consenso estan soportados; 'estimacion de la cobertura por posicion' NO esta literal en el libro","""Preprocessing the data to remove adapter sequences and low-quality reads, mapping the data to a reference genome or de novo alignment"" (Dash, p.7); ""an 8-bp sequence that is used to demultiplex the sample data"" (Dash, p.67); ""alignment of reads to a reference sequence; de novo assembly... base-calling; and genetic variation detection"" (Dash, p.52)","PICOC[P: lecturas crudas; I: flujo de procesamiento NGS; O: basecalling, QC, mapeo/ensamblaje; C: de novo vs resequencing] — ""The major steps for sequencing are similar for all these platforms: Construction and amplification of DNA templates; distribution of templates on a solid support; sequencing and imaging; base calling, quality control; and analysis of data. In regard to operation, two major approaches are taken by NGS: de novo sequencing and resequencing"" (Dash_2024, p.279)",'cobertura por posicion' no aparece; el libro menciona 'coverage' de forma general. Quitar 'por posicion' o citar fuente especifica
INTROD-Procesamiento-02,Procesamiento de secuencias,ONT produce lecturas largas y requiere basecalling previo (QC orientado a longitud y error); Illumina genera lecturas cortas y pareadas (QC en calidad por base y emparejamiento de extremos),Dash_2024,PARCIAL,"Dash p.38,42,86",cifra_o_detalle_no_respaldado,revisar_redaccion,"Basecalling ONT y lecturas cortas Illumina por SBS estan soportados; 'pareadas/paired-end' NO se enuncia literalmente, solo se infiere de la notacion de tabla (2x75-2x300 bp)","""This process is called base calling and is performed by machine learning algorithms"" (Dash, p.86); ""Current SBS methods... rely on shorter reads... short DNA sequence reads (50e300 nucleotides)"" (Dash, p.38); notacion ""2x75e2x300 bp"" para Illumina (Tabla 3.2, Dash p.42)","PICOC[P: lecturas ONT; I: basecalling previo; O: traduccion de senal a secuencia; C: nanoporo] — ""the obtained current profile, called a 'squiggle', can be translated to a nucleotide sequence... This process is called base calling and is performed by machine learning algorithms"" (Dash_2024, p.111)",La palabra 'paired-end/pareadas' no aparece; solo implicita en la notacion 2x de la tabla. QC 'orientado a longitud y error' vs 'calidad por base' es parafrasis razonable
INTROD-Procesamiento-03,Procesamiento de secuencias,"Child, al comparar metagenomica, captura hibrida y PCR dirigida, hallaron diferencias marcadas en la cobertura de virus humanos",Child_2023,OK,"Child p.1,10",,ninguna,Coincide: los tres metodos se comparan y hay diferencias marcadas,"""the utility of metagenomic shotgun sequencing, hybrid-capture enrichment, and targeted amplicon sequencing was compared"" (child-2023, p.10); ""Tiled-PCR sequencing led to further improvements in genome coverage compared to hybrid capture..."" (child-2023, p.1)","PICOC[P: virus humanos en aguas; I: metagenomica vs captura hibrida vs PCR dirigida; C: entre metodos; O: diferencias marcadas en cobertura; C: WBE] — ""Hybrid-capture enrichment improves genome coverage and increases the sensitivity of metagenomic sequencing of viruses in wastewater"" (Child_2023, p.5)",
INTROD-Procesamiento-04,Procesamiento de secuencias,"El antecedente de Quitumbe reproduce ese limite, pues la estimacion de linajes de SARS-CoV-2 con Freyja solo rindio en las muestras con carga viral alta y amplificacion eficiente",MejiaCalle_2024,PARCIAL,"MejiaCalle p.58,60,62",cita_no_sostiene_afirmacion,revisar_redaccion,"La tesis asigno linajes a TODAS las muestras secuenciadas, preseleccionadas por Cq bajo; no atribuye a Freyja un requisito de carga alta + amplificacion eficiente","""we successfully assigned lineages to all sequenced samples by selecting them based on their Ct values obtained through qPCR"" (MejiaCalle, p.58); ""the Ct values used to select sequenced samples likely prioritized those with higher viral loads"" (MejiaCalle, p.60)","PICOC[P: SARS-CoV-2/aguas; I: estimacion de linajes (Freyja); O: rendimiento en muestras de carga alta; C: PTAR Quitumbe] — ""this study did not detect cryptic lineages, which may be attributed to technical factors such as the prioritization of samples with higher viral loads (Ct values)"" (MejiaCalle_2024, p.61)",La tesis nunca dice que Freyja 'solo rindio' con carga alta ni menciona 'amplificacion eficiente' como requisito de Freyja. Reformular: la asignacion se hizo sobre muestras preseleccionadas por Cq bajo; las de Cq muy tardio no se secuenciaron
INTROD-Procesamiento-05,Procesamiento de secuencias,"Comparar entre fechas o patogenos exige registrar los metadatos de cada analisis (fecha, punto de muestreo, metodo de concentracion, controles, valores de Cq, plataforma y version de herramientas)",Parkins_2023,PARCIAL,"Parkins p.10-11,25",cifra_o_detalle_no_respaldado,revisar_redaccion,"El principio general de metadatos y campos como fecha/ubicacion estan soportados; la lista especifica 'metodo de concentracion, controles, Cq, plataforma, version de herramientas' NO figura en la enumeracion de metadatos de Parkins","""Typical metadata include sample location, collection date and time, total volume collected, type of sample... flow data... weather... ambient temperature... shipping conditions"" (parkins-2023, p.10-11); actualizacion de software: ""these pipelines... rely on the underlying databases being continually updated"" (parkins-2023, p.25)","PICOC[P: aguas residuales; I: registro de metadatos por analisis; O: aseguramiento de calidad e interpretacion; C: comparacion entre muestras] — ""collection and use of wastewater-associated 'metadata' are often useful during quality assurance and data interpretation... Typical metadata include sample location, collection date and time"" (Parkins_2023, p.10)",Los campos Cq/plataforma/version no estan en la lista de metadatos de Parkins. El principio (registrar metadatos para comparar) si; ajustar la lista a lo que la fuente enumera
INTROD-CaractGenetica-01,Caracterizacion genetica,"Freyja es una herramienta bioinformatica que estima proporciones de variantes de un virus en muestras mixtas, comparando lecturas o consensos con bases de datos de referencia",Karthikeyan_2022,OK,"Karthikeyan p.101,103",,ninguna,Coincide,"""we developed Freyja, a tool to estimate the relative abundance of virus lineages in a mixed sample"" (karthikeyan-2022, p.103); ""inability to estimate relative lineage abundance in mixed samples"" (karthikeyan-2022, p.101)","PICOC[P: virus en muestras mixtas; I: Freyja (bioinformatica); O: estimacion de proporciones de linajes; C: aguas residuales] — ""Our method, Freyja, deconvolutes these information-rich mixtures of virus lineages"" (Karthikeyan_2022, p.7)",
INTROD-CaractGenetica-02,Caracterizacion genetica,En la PTAR Quitumbe se uso Freyja para asignar linajes de Omicron a partir de datos ambientales,MejiaCalle_2024,OK,"MejiaCalle p.45,47",,ninguna,Coincide,"""SARS-CoV-2 lineages from PTAR Quitumbe assigned by FREYJA"" (MejiaCalle, Fig.11 p.47); ""Figure 11 shows a predominance of the BA.2.86 lineage, which belongs to the Omicron variant"" (MejiaCalle, p.45)","PICOC[P: SARS-CoV-2/datos ambientales; I: Freyja; O: asignacion de linajes de Omicron; C: PTAR Quitumbe] — ""multiplex PCR para secuenciacion con Oxford Nanopore Technology y los datos bioinformaticos fueron analizados en Freyja. Resultados: Se observo un predominio de la variante omicron"" (MejiaCalle_2024, p.8)",
INTROD-CaractGenetica-03,Caracterizacion genetica,Crits-Christoph identificaron variantes prevalentes en aguas residuales de la region cuando la cobertura era suficiente en las posiciones informativas del genoma (sitios con mutaciones caracteristicas que distinguen una variante de otra),Crits_Christoph_2021,PARCIAL,"Crits-Christoph p.1,3,4,5",cita_no_sostiene_afirmacion,revisar_redaccion,"La identificacion de variantes prevalentes de la region cuando hay cobertura suficiente esta soportada, pero Crits-Christoph exige genomas completos (>99%), no cobertura en 'posiciones informativas'; el concepto de sitios diagnosticos/mutaciones definitorias corresponde a Freyja/Karthikeyan, no a este paper","""Genome Sequencing of Sewage Detects Regionally Prevalent SARS-CoV-2 Variants"" (crits-christoph-2021, p.1); ""genomic accuracy for recovery of consensus SARS-CoV-2 genomes so long as sufficient coverage is achieved"" (crits-christoph-2021, p.4); ""We obtained complete consensus SARS-CoV-2 genomes (breadth of coverage >99%) from 7 of 22 samples"" (crits-christoph-2021, p.3)","PICOC[P: SARS-CoV-2/aguas de la region; I: secuenciacion genomica; O: variantes prevalentes con cobertura suficiente; C: California] — ""The results demonstrate genomic accuracy for recovery of consensus SARS-CoV-2 genomes so long as sufficient coverage is achieved in metatranscriptomic data sets. Identification of alternative SARS-CoV-2 variants in wastewater populations recovers locally reported clinical genotypes"" (Crits_Christoph_2021, p.4)","El matiz de 'cobertura en posiciones informativas / mutaciones caracteristicas' es capacidad de Freyja (Karthikeyan), no de Crits-Christoph, que requiere genoma casi completo. Reatribuir ese matiz o reformular"
